,WineID,WineName,WineryName,Country,Type,full_text
454,141879,Barbera D'Alba,Oddero,Italy,Red,Barbera D'Alba by Oddero (Italy)
455,141987,Toscana Il Volano,Il Molino di Grace,Italy,Red,Toscana Il Volano by Il Molino di Grace (Italy)
456,142170,Torgaio Toscana,Ruffino,Italy,Red,Torgaio Toscana by Ruffino (Italy)
457,142211,Primitivo Di Manduria,La Pruina,Italy,Red,Primitivo Di Manduria by La Pruina (Italy)
458,142639,Dolcetto d'Alba,Bartolo Mascarello,Italy,Red,Dolcetto d'Alba by Bartolo Mascarello (Italy)
459,142692,Cerequio Barolo,Boroli,Italy,Red,Cerequio Barolo by Boroli (Italy)
460,142747,Gavi di Gavi,Bricco dei Guazzi,Italy,White,Gavi di Gavi by Bricco dei Guazzi (Italy)
461,142875,Vin Santo del Chianti Classico S. Niccolò,Castellare,Italy,Dessert,Vin Santo del Chianti Classico S. Niccolò by Castellare (Italy)
462,142957,D'Annona Barbera d'Asti Superiore,Il Cascinone,Italy,Red,D'Annona Barbera d'Asti Superiore by Il Cascinone (Italy)
463,142975,Chianti,Rubinello,Italy,Red,Chianti by Rubinello (Italy)
464,143050,Gran Maestro Amarone della Valpolicella,Maestro Italiano,Italy,Red,Gran Maestro Amarone della Valpolicella by Maestro Italiano (Italy)
465,143080,Amarone della Valpolicella Classico,Cottini,Italy,Red,Amarone della Valpolicella Classico by Cottini (Italy)
466,143130,Costa Russi Grappa di Nebbiolo,Gaja,Italy,Dessert,Costa Russi Grappa di Nebbiolo by Gaja (Italy)
467,143158,Dolcetto D'Alba,Pertinace,Italy,Red,Dolcetto D'Alba by Pertinace (Italy)
468,143169,Chianti Classico,Bonacchi,Italy,Red,Chianti Classico by Bonacchi (Italy)
469,143191,Vitali Trebbiano d'Abruzzo,Venea,Italy,White,Vitali Trebbiano d'Abruzzo by Venea (Italy)
470,143222,Dulcis Moscato d'Asti,San Silvestro,Italy,Dessert,Dulcis Moscato d'Asti by San Silvestro (Italy)
471,143287,Orvieto,Sensi,Italy,White,Orvieto by Sensi (Italy)
472,143348,Malvasia Nera,Suolo Rosso,Italy,Red,Malvasia Nera by Suolo Rosso (Italy)
473,143618,Chianti Classico Riserva,Antico Italiano,Italy,Red,Chianti Classico Riserva by Antico Italiano (Italy)
474,143800,Narin Barbaresco,Carlo Giacosa,Italy,Red,Narin Barbaresco by Carlo Giacosa (Italy)
475,143806,Solatio Moscato d'Asti,Roberto Sarotto,Italy,White,Solatio Moscato d'Asti by Roberto Sarotto (Italy)
476,143949,Gran Reserva,Cultura Vini,Spain,Red,Gran Reserva by Cultura Vini (Spain)
477,143965,Barolo Bussia,Tenuta Rocca,Italy,Red,Barolo Bussia by Tenuta Rocca (Italy)
478,144009,Sarrocco Dolcetto d'Alba,Giacosa Fratelli,Italy,Red,Sarrocco Dolcetto d'Alba by Giacosa Fratelli (Italy)
479,144081,Barbera d'Alba,Filippo Gallino,Italy,Red,Barbera d'Alba by Filippo Gallino (Italy)
480,144083,Traminer,Borgo Magredo,Italy,White,Traminer by Borgo Magredo (Italy)
481,144337,Tre Soli Tre Grappa Invecchiata,Berta,Italy,Dessert,Tre Soli Tre Grappa Invecchiata by Berta (Italy)
482,144468,San Bastian Barbera d'Asti,Poderi Rosso Giovanni,Italy,Red,San Bastian Barbera d'Asti by Poderi Rosso Giovanni (Italy)
483,144632,Recioto della Valpolicella Classico,Cantina Valpolicella Negrar,Italy,Dessert,Recioto della Valpolicella Classico by Cantina Valpolicella Negrar (Italy)
484,144668,Bricco Francesco Rocche dell'Annunziata Barolo,Rocche Costamagna,Italy,Red,Bricco Francesco Rocche dell'Annunziata Barolo by Rocche Costamagna (Italy)
485,144734,Naunda Barbera d'Alba Superiore,Bric Cenciurio,Italy,Red,Naunda Barbera d'Alba Superiore by Bric Cenciurio (Italy)
486,144931,Langhe Rosso Ultimi Grappoli,Cascina Ballarin,Italy,Red,Langhe Rosso Ultimi Grappoli by Cascina Ballarin (Italy)
487,145359,Tre Torri Carignano del Sulcis,Santadi,Italy,Rosé,Tre Torri Carignano del Sulcis by Santadi (Italy)
488,146235,Cortese Piemonte,Castelvero,Italy,White,Cortese Piemonte by Castelvero (Italy)
489,146904,Pinot Grigio,Flaibani,Italy,White,Pinot Grigio by Flaibani (Italy)
490,146941,Friulano,Cantarutti,Italy,White,Friulano by Cantarutti (Italy)
491,147123,Belcaro Vin Santo del Chianti Classico,San Felice,Italy,Dessert,Belcaro Vin Santo del Chianti Classico by San Felice (Italy)
492,147453,Bardolino Classico,Carlo Zenegaglia,Italy,Red,Bardolino Classico by Carlo Zenegaglia (Italy)
493,147976,Pinot Grigio,Grandi Mori,Italy,White,Pinot Grigio by Grandi Mori (Italy)
494,148270,Blu Prosecco Extra Dry,Riondo,Italy,Sparkling,Blu Prosecco Extra Dry by Riondo (Italy)
495,148530,Fiano di Avellino,D'Antiche Terre,Italy,White,Fiano di Avellino by D'Antiche Terre (Italy)
496,148642,Malvasia,Venica & Venica,Italy,White,Malvasia by Venica & Venica (Italy)
497,149121,Müller Thurgau Valle d'Aosta,Anselmet,Italy,White,Müller Thurgau Valle d'Aosta by Anselmet (Italy)
498,149375,Langhe Chardonnay,Marco Capra,Italy,White,Langhe Chardonnay by Marco Capra (Italy)
499,149407,Langhe Chardonnay,Mustela,Italy,White,Langhe Chardonnay by Mustela (Italy)
500,149550,Barolo Riserva,Cascina Ghercina,Italy,Red,Barolo Riserva by Cascina Ghercina (Italy)
501,149765,Barolo,Francesco Scanavino,Italy,Red,Barolo by Francesco Scanavino (Italy)
502,150384,Cerequio Barolo,Saglietti Flavio,Italy,Red,Cerequio Barolo by Saglietti Flavio (Italy)
503,150820,Fiano del Salento,Mottura,Italy,White,Fiano del Salento by Mottura (Italy)
504,151255,Talento Trento Brut,Rotari,Italy,Sparkling,Talento Trento Brut by Rotari (Italy)
505,151328,Fragolino,Bautista Martí,Italy,Sparkling,Fragolino by Bautista Martí (Italy)
506,151878,Grappa Riserva Botti da Sherry,Sibona,Italy,Dessert,Grappa Riserva Botti da Sherry by Sibona (Italy)
507,152976,Rive di Refrontolo Valdobbiadene Prosecco Superiore Brut Nature,De Stefani,Italy,Sparkling,Rive di Refrontolo Valdobbiadene Prosecco Superiore Brut Nature by De Stefani (Italy)
508,153536,Grappa di Amarone della Valpolicella,Tommasi,Italy,Dessert,Grappa di Amarone della Valpolicella by Tommasi (Italy)
509,153611,Manzoni Moscato Spumante,Bonotto delle Tezze,Italy,Sparkling,Manzoni Moscato Spumante by Bonotto delle Tezze (Italy)
510,153810,Grappa Cru Monovitigno Picolit,Grappa Nonino,Italy,Dessert,Grappa Cru Monovitigno Picolit by Grappa Nonino (Italy)
511,154979,Fior di Vigna Dolce Rosso,Vallebelbo,Italy,Dessert,Fior di Vigna Dolce Rosso by Vallebelbo (Italy)
512,155174,The Merchant's Rosé,Berry Bros & Rudd,Spain,Rosé,The Merchant's Rosé by Berry Bros & Rudd (Spain)
513,155183,Kit's Coty Bacchus,Chapel Down,United Kingdom,White,Kit's Coty Bacchus by Chapel Down (United Kingdom)
514,155249,Garnacha Rosé,Tesco,Spain,Rosé,Garnacha Rosé by Tesco (Spain)
515,155266,Tempranillo-Garnacha Rosé,Tesco,Spain,Rosé,Tempranillo-Garnacha Rosé by Tesco (Spain)
516,155308,Rioja Gran Reserva 904,La Rioja Alta,Spain,Red,Rioja Gran Reserva 904 by La Rioja Alta (Spain)
517,155334,Camins del Priorat,Álvaro Palacios,Spain,Red,Camins del Priorat by Álvaro Palacios (Spain)
518,155339,Gran Coronas Reserva Cabernet Sauvignon,Familia Torres,Spain,Red,Gran Coronas Reserva Cabernet Sauvignon by Familia Torres (Spain)
519,155350,Crianza,Luis Cañas,Spain,Red,Crianza by Luis Cañas (Spain)
520,155353,Pétalos,Descendientes de J. Palacios,Spain,Red,Pétalos by Descendientes de J. Palacios (Spain)
521,155368,Cosecha,Hacienda Monasterio,Spain,Red,Cosecha by Hacienda Monasterio (Spain)
522,155375,Cava Gran Reserva Brut Nature Reserva de la Familia,Juvé & Camps,Spain,Sparkling,Cava Gran Reserva Brut Nature Reserva de la Familia by Juvé & Camps (Spain)
523,155438,Priorat,Clos Mogador,Spain,Red,Priorat by Clos Mogador (Spain)
524,155443,Cava Clasico Brut,Codorníu,Spain,Sparkling,Cava Clasico Brut by Codorníu (Spain)
525,155565,Cava Brut,Jaume Serra,Spain,Sparkling,Cava Brut by Jaume Serra (Spain)
526,155618,Muga Rosado,Muga,Spain,Rosé,Muga Rosado by Muga (Spain)
527,155623,Tempranillo,Señorio de Los Llanos,Spain,Red,Tempranillo by Señorio de Los Llanos (Spain)
528,155628,Don PX Gran Reserva,Toro Albalá,Spain,Dessert,Don PX Gran Reserva by Toro Albalá (Spain)
529,155647,Rioja Rosado,Marqués de Cáceres,Spain,Rosé,Rioja Rosado by Marqués de Cáceres (Spain)
530,155674,Rioja Reserva,Castillo Clavijo,Spain,Red,Rioja Reserva by Castillo Clavijo (Spain)
531,155807,Rioja Rosado,Ramón Bilbao,Spain,Rosé,Rioja Rosado by Ramón Bilbao (Spain)
532,156277,Rioja Tempranillo,Marqués de Cáceres,Spain,Red,Rioja Tempranillo by Marqués de Cáceres (Spain)
533,156732,Rioja Gran Reserva,Castillo Clavijo,Spain,Red,Rioja Gran Reserva by Castillo Clavijo (Spain)
534,157189,Crianza,Heredad de Baroja,Spain,Red,Crianza by Heredad de Baroja (Spain)
535,157220,Carrasviñas Rueda Verdejo,Bodegas Félix Lorenzo Cachazo,Spain,White,Carrasviñas Rueda Verdejo by Bodegas Félix Lorenzo Cachazo (Spain)
536,157307,Chianti,Freixenet,Italy,Red,Chianti by Freixenet (Italy)
537,157620,Christina Ribera del Duero,Astrales,Spain,Red,Christina Ribera del Duero by Astrales (Spain)
538,157643,Tempranillo Rosé,Campo Viejo,Spain,Rosé,Tempranillo Rosé by Campo Viejo (Spain)
539,157974,Rioja Old Vines Tempranillo,Carlos Serres,Spain,Red,Rioja Old Vines Tempranillo by Carlos Serres (Spain)
540,158087,Rosado,Señorio de Los Llanos,Spain,Rosé,Rosado by Señorio de Los Llanos (Spain)
541,158353,Rioja Reserva,Marqués de Reinosa,Spain,Red,Rioja Reserva by Marqués de Reinosa (Spain)
542,158374,Reserva,Siglo,Spain,Red,Reserva by Siglo (Spain)
543,158901,Blanco,Señorio de Los Llanos,Spain,White,Blanco by Señorio de Los Llanos (Spain)
544,159125,Tempranillo Reserva,Lar de Paula,Spain,Red,Tempranillo Reserva by Lar de Paula (Spain)
545,159275,Pedro Ximénez Murillo Selección del Centenario,Lustau,Spain,Dessert,Pedro Ximénez Murillo Selección del Centenario by Lustau (Spain)
546,159758,A Galet Rosado,D. Mateos,Spain,Rosé,A Galet Rosado by D. Mateos (Spain)
547,159763,W Traminer,Stakhovsky Wines,Ukraine,White,W Traminer by Stakhovsky Wines (Ukraine)
548,160065,Reserva Tinto,Anciano,Portugal,Red,Reserva Tinto by Anciano (Portugal)
549,160271,Rare Cream Sherry Superior (Solera Reserva),Lustau,Spain,Dessert/Port,Rare Cream Sherry Superior (Solera Reserva) by Lustau (Spain)
550,160277,Fino Eléctrico 3 Fases,Toro Albalá,Spain,Dessert,Fino Eléctrico 3 Fases by Toro Albalá (Spain)
551,160710,Cabernet Sauvignon Rosado,Bodegas Príncipe de Viana,Spain,Rosé,Cabernet Sauvignon Rosado by Bodegas Príncipe de Viana (Spain)
552,161471,Oloroso V.O.R.S,Bodegas Urium,Spain,Dessert/Port,Oloroso V.O.R.S by Bodegas Urium (Spain)
553,162391,La Tinaja de Aranzazu,Nanclares y Prieto,Spain,White,La Tinaja de Aranzazu by Nanclares y Prieto (Spain)
554,162417,Unplugged Rkatsiteli Orange,Esse,Ukraine,White,Unplugged Rkatsiteli Orange by Esse (Ukraine)
555,162455,Muscat White South Coast (Мускат Белый Южнобережный),Massandra (Массандра),Ukraine,Dessert,Muscat White South Coast (Мускат Белый Южнобережный) by Massandra (Массандра) (Ukraine)
556,162456,Grande Reserve Cabernet-Merlot,Shabo,Ukraine,Red,Grande Reserve Cabernet-Merlot by Shabo (Ukraine)
557,162457,Reserve Saperavi,Shabo,Ukraine,Red,Reserve Saperavi by Shabo (Ukraine)
558,162467,Uppa Red Pinot Noir,Uppa-Pavel Shvets,Ukraine,Red,Uppa Red Pinot Noir by Uppa-Pavel Shvets (Ukraine)
559,162497,Cabernet Sauvignon,Don Melchor,Chile,Red,Cabernet Sauvignon by Don Melchor (Chile)
560,162502,Montes Alpha Cabernet Sauvignon,Montes,Chile,Red,Montes Alpha Cabernet Sauvignon by Montes (Chile)
561,162505,Reservado Carmenère,Concha y Toro,Chile,Red,Reservado Carmenère by Concha y Toro (Chile)
562,162506,Carmenère,Marques de Casa Concha,Chile,Red,Carmenère by Marques de Casa Concha (Chile)
563,162507,Coyam,Emiliana,Chile,Red,Coyam by Emiliana (Chile)
564,162514,Adobe Carmenère (Reserva),Emiliana,Chile,Red,Adobe Carmenère (Reserva) by Emiliana (Chile)
565,162519,Reserva Cabernet Sauvignon (Classic),Montes,Chile,Red,Reserva Cabernet Sauvignon (Classic) by Montes (Chile)
566,162525,Carmenère,Montes,Chile,Red,Carmenère by Montes (Chile)
567,162530,Cabernet Sauvignon,Los Vascos,Chile,Red,Cabernet Sauvignon by Los Vascos (Chile)
568,162611,Clasico Carmenère,Ventisquero,Chile,Red,Clasico Carmenère by Ventisquero (Chile)
569,162684,Carmenère,Doña Dominga,Chile,Red,Carmenère by Doña Dominga (Chile)
570,162721,Espiritu de Apalta,Neyen,Chile,Red,Espiritu de Apalta by Neyen (Chile)
571,162738,Merlot (U),Undurraga,Chile,Red,Merlot (U) by Undurraga (Chile)
572,162743,Cabernet Sauvignon,TerraNoble,Chile,Red,Cabernet Sauvignon by TerraNoble (Chile)
573,162748,Carmenère,Urmeneta,Chile,Red,Carmenère by Urmeneta (Chile)
574,162756,Hemisferio Reserva Carmenère,Miguel Torres Chile,Chile,Red,Hemisferio Reserva Carmenère by Miguel Torres Chile (Chile)
575,162764,Carmenère,TerraNoble,Chile,Red,Carmenère by TerraNoble (Chile)
576,162824,Etnia Sauvignon Blanc,Mancura,Chile,White,Etnia Sauvignon Blanc by Mancura (Chile)
577,162841,Orzada Carignan,Odfjell,Chile,Red,Orzada Carignan by Odfjell (Chile)
578,162894,Carmenérè,Club des Sommeliers (Associados),Chile,Red,Carmenérè by Club des Sommeliers (Associados) (Chile)
579,162912,Sauvignon Blanc,Los Vascos,Chile,White,Sauvignon Blanc by Los Vascos (Chile)
580,162948,Cabernet Sauvignon,Antares,Chile,Red,Cabernet Sauvignon by Antares (Chile)
581,163025,Cabernet Sauvignon,Mas Andes,Chile,Red,Cabernet Sauvignon by Mas Andes (Chile)
582,163039,Carmenère,Anderra,Chile,Red,Carmenère by Anderra (Chile)
583,163101,Las Mulas Reserva Sauvignon Blanc,Miguel Torres Chile,Chile,White,Las Mulas Reserva Sauvignon Blanc by Miguel Torres Chile (Chile)
584,163162,Reserva Cabernet Sauvignon,Alto Madero,Chile,Red,Reserva Cabernet Sauvignon by Alto Madero (Chile)
585,163177,Wetland Reserva Carmenère,Yali,Chile,Red,Wetland Reserva Carmenère by Yali (Chile)
586,163305,Semi Sweet Cabernet Sauvignon,Espíritu de Chile,Chile,Red,Semi Sweet Cabernet Sauvignon by Espíritu de Chile (Chile)
587,163306,Tradition Réserve Cabernet Sauvignon,Château Los Boldos,Chile,Red,Tradition Réserve Cabernet Sauvignon by Château Los Boldos (Chile)
588,163315,Sauvignon Blanc,Urmeneta,Chile,White,Sauvignon Blanc by Urmeneta (Chile)
589,163332,Reserva de Pueblo,Miguel Torres Chile,Chile,Red,Reserva de Pueblo by Miguel Torres Chile (Chile)
590,163343,Santa Digna Estelado Sparkling Rosé,Miguel Torres Chile,Chile,Sparkling,Santa Digna Estelado Sparkling Rosé by Miguel Torres Chile (Chile)
591,163359,Carmenere,Promesa,Chile,Red,Carmenere by Promesa (Chile)
592,163365,Dias de Verano Reserva Muscat,Miguel Torres Chile,Chile,White,Dias de Verano Reserva Muscat by Miguel Torres Chile (Chile)
593,163383,Carmenere,Espíritu de Chile,Chile,Red,Carmenere by Espíritu de Chile (Chile)
594,163388,Nimbus Estate Sauvignon Blanc,Casablanca,Chile,White,Nimbus Estate Sauvignon Blanc by Casablanca (Chile)
595,163465,Tradition Réserve Carmenère,Château Los Boldos,Chile,Red,Tradition Réserve Carmenère by Château Los Boldos (Chile)
596,163490,La Joya Reserve Cabernet Sauvignon,Bisquertt Family Vineyards,Chile,Red,La Joya Reserve Cabernet Sauvignon by Bisquertt Family Vineyards (Chile)
597,163493,Carmenère Gran Reserva,Falernia,Chile,Red,Carmenère Gran Reserva by Falernia (Chile)
598,163544,Merlot,Urmeneta,Chile,Red,Merlot by Urmeneta (Chile)
599,163557,Origen Gran Reserva Carmenère,Viña Chocalán,Chile,Red,Origen Gran Reserva Carmenère by Viña Chocalán (Chile)
600,163633,Shiraz,Antares,Chile,Red,Shiraz by Antares (Chile)
601,163659,Rosé,Los Vascos,Chile,Rosé,Rosé by Los Vascos (Chile)
602,163663,Syrah,Alto Los Romeros,Chile,Red,Syrah by Alto Los Romeros (Chile)
603,163695,Cordillera Reserva Especial Chardonnay,Miguel Torres Chile,Chile,White,Cordillera Reserva Especial Chardonnay by Miguel Torres Chile (Chile)
604,163835,Estate Reserva Chardonnay,De Martino,Chile,White,Estate Reserva Chardonnay by De Martino (Chile)
605,163839,Gran Reserva Pinot Noir,Santa Ema,Chile,Red,Gran Reserva Pinot Noir by Santa Ema (Chile)
606,163842,Merlot,Emiliana,Chile,Red,Merlot by Emiliana (Chile)
607,163876,El Espiritu de Cachapoal Brut,Château Los Boldos,Chile,Sparkling,El Espiritu de Cachapoal Brut by Château Los Boldos (Chile)
608,163877,Carmenère,Altanero,Chile,Red,Carmenère by Altanero (Chile)
609,163888,Hemisferio Reserva Sauvignon Blanc,Miguel Torres Chile,Chile,White,Hemisferio Reserva Sauvignon Blanc by Miguel Torres Chile (Chile)
610,163965,Reserva Merlot,Alto Madero,Chile,Red,Reserva Merlot by Alto Madero (Chile)
611,164005,La Joya Reserve Carmenère,Bisquertt Family Vineyards,Chile,Red,La Joya Reserve Carmenère by Bisquertt Family Vineyards (Chile)
612,164220,Late Harvest Moscatel,Vistamar,Chile,Dessert,Late Harvest Moscatel by Vistamar (Chile)
613,164250,Guardian Reserva Chardonnay,Mancura,Chile,White,Guardian Reserva Chardonnay by Mancura (Chile)
614,164257,Sauvignon Blanc,Pacifico Sur,Chile,White,Sauvignon Blanc by Pacifico Sur (Chile)
615,164279,Montes Alpha Special Cuvée Sauvignon Blanc,Montes,Chile,White,Montes Alpha Special Cuvée Sauvignon Blanc by Montes (Chile)
616,164440,Cinsault Rosé,Marques de Casa Concha,Chile,Rosé,Cinsault Rosé by Marques de Casa Concha (Chile)
617,164489,Gran Reserva Sauvignon Blanc,Espíritu de Chile,Chile,White,Gran Reserva Sauvignon Blanc by Espíritu de Chile (Chile)
618,164598,Etnia Rosé,Mancura,Chile,Rosé,Etnia Rosé by Mancura (Chile)
619,164604,Cellar Selection Sauvignon Blanc,Santa Carolina,Chile,White,Cellar Selection Sauvignon Blanc by Santa Carolina (Chile)
620,164927,Rayuela Reserva Malbec Rosé,Viu Manent,Chile,Rosé,Rayuela Reserva Malbec Rosé by Viu Manent (Chile)
621,164945,Late Harvest Sauvignon Blanc,Emiliana,Chile,Dessert,Late Harvest Sauvignon Blanc by Emiliana (Chile)
622,164987,Merlot Rosé,Sunrise,Chile,Rosé,Merlot Rosé by Sunrise (Chile)
623,165143,Cabernet Franc,Erasmo,Chile,Red,Cabernet Franc by Erasmo (Chile)
624,165555,Cabernet Sauvignon Rosé,Casa Silva,Chile,Rosé,Cabernet Sauvignon Rosé by Casa Silva (Chile)
625,165674,Estelado Brut Rosé,Miguel Torres Chile,Chile,Sparkling,Estelado Brut Rosé by Miguel Torres Chile (Chile)
626,166040,Fina Reserva Syrah-Cabernet Sauvignon Rosé,Estampa,Chile,Rosé,Fina Reserva Syrah-Cabernet Sauvignon Rosé by Estampa (Chile)
627,166134,Cabernet Sauvignon Rosé,Santa Carolina,Chile,Rosé,Cabernet Sauvignon Rosé by Santa Carolina (Chile)
628,167079,Reserva Cabernet Franc,Bodega Garzón,Uruguay,Red,Reserva Cabernet Franc by Bodega Garzón (Uruguay)
629,167114,Tannat,Salida,Uruguay,Red,Tannat by Salida (Uruguay)
630,167124,Puerto Carmelo Tannat,Narbona,Uruguay,Red,Puerto Carmelo Tannat by Narbona (Uruguay)
631,167154,Reserve Tannat,De Lucca,Uruguay,Red,Reserve Tannat by De Lucca (Uruguay)
632,167186,Tannat,Bodegones del Sur,Uruguay,Red,Tannat by Bodegones del Sur (Uruguay)
633,167190,Reserve Cabernet Sauvignon,Don Pascual,Uruguay,Red,Reserve Cabernet Sauvignon by Don Pascual (Uruguay)
634,167263,Cabernet Sauvignon,Club des Sommeliers (Associados),Uruguay,Red,Cabernet Sauvignon by Club des Sommeliers (Associados) (Uruguay)
635,167265,Purus Tannat Roble,Dominio Cassis,Uruguay,Red,Purus Tannat Roble by Dominio Cassis (Uruguay)
636,167418,Malbec,Catena Zapata,Argentina,Red,Malbec by Catena Zapata (Argentina)
637,167419,Malbec,Alamos,Argentina,Red,Malbec by Alamos (Argentina)
638,167425,Malbec,La Linda,Argentina,Red,Malbec by La Linda (Argentina)
639,167429,Malbec,El Enemigo,Argentina,Red,Malbec by El Enemigo (Argentina)
640,167431,Trumpeter Malbec,Rutini,Argentina,Red,Trumpeter Malbec by Rutini (Argentina)
641,167433,De Sangre Lujan de Cuyo Malbec,Luigi Bosca,Argentina,Red,De Sangre Lujan de Cuyo Malbec by Luigi Bosca (Argentina)
642,167439,High Altitude Vineyards Malbec,Terrazas de los Andes,Argentina,Red,High Altitude Vineyards Malbec by Terrazas de los Andes (Argentina)
643,167440,Oak Cask Malbec,Trapiche,Argentina,Red,Oak Cask Malbec by Trapiche (Argentina)
644,167443,Cabernet Franc,El Enemigo,Argentina,Red,Cabernet Franc by El Enemigo (Argentina)
645,167445,Malbec,Achaval-Ferrer,Argentina,Red,Malbec by Achaval-Ferrer (Argentina)
646,167446,Golden Reserve Malbec,Trivento,Argentina,Red,Golden Reserve Malbec by Trivento (Argentina)
647,167449,Malbec,Rutini,Argentina,Red,Malbec by Rutini (Argentina)
648,167450,Benjamin Malbec,Nieto Senetiner,Argentina,Red,Benjamin Malbec by Nieto Senetiner (Argentina)
649,167458,Cocodrilo Red Blend,Viña Cobos,Argentina,Red,Cocodrilo Red Blend by Viña Cobos (Argentina)
650,167460,Reserva Malbec,Terrazas de los Andes,Argentina,Red,Reserva Malbec by Terrazas de los Andes (Argentina)
651,167462,Chardonnay,El Enemigo,Argentina,White,Chardonnay by El Enemigo (Argentina)
652,167463,Altos del Plata Malbec,Terrazas de los Andes,Argentina,Red,Altos del Plata Malbec by Terrazas de los Andes (Argentina)
653,167464,Los Cardos Malbec,Doña Paula,Argentina,Red,Los Cardos Malbec by Doña Paula (Argentina)
654,167470,Malbec (Clásico),Altos Las Hormigas,Argentina,Red,Malbec (Clásico) by Altos Las Hormigas (Argentina)
655,167475,Don David Reserve Malbec,El Esteco,Argentina,Red,Don David Reserve Malbec by El Esteco (Argentina)
656,167487,UNO Malbec,Antigal,Argentina,Red,UNO Malbec by Antigal (Argentina)
657,167530,Chardonnay,Alamos,Argentina,White,Chardonnay by Alamos (Argentina)
658,167592,Alma Mora Cabernet Sauvignon,Bodega Finca Las Moras,Argentina,Red,Alma Mora Cabernet Sauvignon by Bodega Finca Las Moras (Argentina)
659,167614,Red Blend,Alamos,Argentina,Red,Red Blend by Alamos (Argentina)
660,167634,Rosé of Malbec,Crios,Argentina,Rosé,Rosé of Malbec by Crios (Argentina)
661,167767,Finca Los Nobles Field Blend Malbec-Verdot,Luigi Bosca,Argentina,Red,Finca Los Nobles Field Blend Malbec-Verdot by Luigi Bosca (Argentina)
662,167810,Reserva Malbec,Finca Flichman,Argentina,Red,Reserva Malbec by Finca Flichman (Argentina)
663,167869,Rosé de Malbec,La Linda,Argentina,Rosé,Rosé de Malbec by La Linda (Argentina)
664,168002,Malbec,Estancia Mendoza,Argentina,Red,Malbec by Estancia Mendoza (Argentina)
665,168128,Brut Rosé,CHANDON Argentina,Argentina,Sparkling,Brut Rosé by CHANDON Argentina (Argentina)
666,168170,Malbec Rosé,Alamos,Argentina,Rosé,Malbec Rosé by Alamos (Argentina)
667,168182,Gran Malbec,De Angeles Viña 1924,Argentina,Red,Gran Malbec by De Angeles Viña 1924 (Argentina)
668,168186,Las Moras Chardonnay,Bodega Finca Las Moras,Argentina,White,Las Moras Chardonnay by Bodega Finca Las Moras (Argentina)
669,168273,A Rosé Is A Rosé Is A Rosé,Luigi Bosca,Argentina,Rosé,A Rosé Is A Rosé Is A Rosé by Luigi Bosca (Argentina)
670,168279,Extra Brut,CHANDON Argentina,Argentina,Sparkling,Extra Brut by CHANDON Argentina (Argentina)
671,168284,Cuvée Réserve Brut,Mumm,Argentina,Sparkling,Cuvée Réserve Brut by Mumm (Argentina)
672,168457,Extra Brut Cuvée Spéciale Baron B,CHANDON Argentina,Argentina,Sparkling,Extra Brut Cuvée Spéciale Baron B by CHANDON Argentina (Argentina)
673,168694,Deseado,Schroeder,Argentina,Sparkling,Deseado by Schroeder (Argentina)
674,168827,Extra Brut Pinot Noir-Chardonnay,Bodega del Fin del Mundo,Argentina,Sparkling,Extra Brut Pinot Noir-Chardonnay by Bodega del Fin del Mundo (Argentina)
675,168898,Brut Rosé,Nocturno,Argentina,Sparkling,Brut Rosé by Nocturno (Argentina)
676,168970,Sauvignon Blanc,Altosur,Argentina,White,Sauvignon Blanc by Altosur (Argentina)
677,169260,Malbec Rosé,Altosur,Argentina,Rosé,Malbec Rosé by Altosur (Argentina)
678,169311,Cuvée Nature,Cruzat,Argentina,Sparkling,Cuvée Nature by Cruzat (Argentina)
679,169314,Don Nicanor Chardonnay-Viognier,Nieto Senetiner,Argentina,White,Don Nicanor Chardonnay-Viognier by Nieto Senetiner (Argentina)
680,169379,Misterio Chardonnay,Finca Flichman,Argentina,White,Misterio Chardonnay by Finca Flichman (Argentina)
681,169417,Chenin-Chardonnay Roca,Alfredo Roca,Argentina,White,Chenin-Chardonnay Roca by Alfredo Roca (Argentina)
682,169463,Reserva Chardonnay,Fabre Montmayou,Argentina,White,Reserva Chardonnay by Fabre Montmayou (Argentina)
683,170599,Late Harvest Viognier,Bodega Finca Las Moras,Argentina,Dessert,Late Harvest Viognier by Bodega Finca Las Moras (Argentina)
684,170982,The Chocolate Block,Boekenhoutskloof,South Africa,Red,The Chocolate Block by Boekenhoutskloof (South Africa)
685,170983,Rubicon,Meerlust,South Africa,Red,Rubicon by Meerlust (South Africa)
686,170984,Kadette Cape Blend,Kanonkop,South Africa,Red,Kadette Cape Blend by Kanonkop (South Africa)
687,171001,Life from Stone Sauvignon Blanc,Springfield Estate,South Africa,White,Life from Stone Sauvignon Blanc by Springfield Estate (South Africa)
688,171003,Shiraz-Merlot Special Reserve,Silverboom,South Africa,Red,Shiraz-Merlot Special Reserve by Silverboom (South Africa)
689,171062,21 Gables Chenin Blanc,Spier,South Africa,White,21 Gables Chenin Blanc by Spier (South Africa)
690,171246,Sauvignon Blanc Reserve Collection Elgin,Tokara,South Africa,White,Sauvignon Blanc Reserve Collection Elgin by Tokara (South Africa)
691,171256,Proprietor's Blend,Ernie Els,South Africa,Red,Proprietor's Blend by Ernie Els (South Africa)
692,171266,Frans Malan Cape Blend,Simonsig,South Africa,Red,Frans Malan Cape Blend by Simonsig (South Africa)
